This is Ipopt version 3.14.5, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:     1567
Number of nonzeros in inequality constraint Jacobian.:     6735
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1268
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     1266
                     variables with only upper bounds:        0
Total number of equality constraints.................:      704
Total number of inequality constraints...............:      648
        inequality constraints with only lower bounds:       51
   inequality constraints with lower and upper bounds:      597
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 168  1.4385185e-02 2.49e+01 2.01e+05   0.7 1.48e+02    -  6.87e-01 1.17e-01h  2
 169  1.6128307e-02 2.26e+01 1.96e+05   0.7 1.30e+02    -  5.98e-01 1.96e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  1.6271342e-02 1.93e+01 1.23e+05   0.7 2.52e+01    -  3.22e-01 3.55e-01h  1
 171  1.6553211e-02 1.75e+01 1.43e+05   0.7 2.44e+01    -  3.98e-01 3.05e-01h  1
 172  1.7223944e-02 1.72e+01 2.03e+05   0.7 2.20e+01    -  5.88e-01 4.86e-01h  1
 173  1.7655780e-02 1.34e+01 2.14e+05   0.7 1.57e+01    -  5.09e-01 3.09e-01h  1
 174  1.8081185e-02 9.59e+00 2.21e+05   0.7 1.31e+01    -  1.00e+00 3.68e-01h  1
 175  1.8170186e-02 3.56e+00 2.83e+05   0.7 8.44e+00    -  1.00e+00 1.00e+00h  1
 176  1.8291590e-02 1.87e+00 2.57e+05   0.7 9.29e+00    -  3.84e-01 5.60e-01h  1
 177  1.8339618e-02 1.42e+00 2.78e+05   0.3 8.96e+00    -  2.78e-01 2.79e-01h  1
 178  1.8208213e-02 1.88e+00 4.56e+05   1.2 2.06e+01    -  3.51e-01 6.16e-01f  1
 179  1.7976433e-02 1.58e+00 5.51e+05   2.0 2.79e+01    -  5.86e-01 1.93e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  1.8093732e-02 1.38e+00 7.16e+05  -4.2 2.60e+01    -  5.07e-01 3.38e-01H  1
 181  1.7720934e-02 1.16e+00 3.91e+06   2.3 5.32e+01    -  1.00e+00 2.29e-01f  1
 182  1.7007582e-02 1.43e+01 1.53e+06   2.6 2.98e+01    -  5.98e-01 1.00e+00f  1
 183  1.6029383e-02 1.54e+01 2.09e+06   2.4 6.25e+01    -  3.06e-01 2.28e-01H  1
 184  1.5603249e-02 2.45e+01 2.50e+06   1.7 7.20e+01    -  2.18e-01 3.39e-01h  1
 185  1.5448376e-02 2.27e+01 2.40e+06   1.0 6.43e+01    -  2.61e-01 7.29e-02h  1
