This is Ipopt version 3.14.16, running with linear solver MUMPS 5.6.2.

Number of nonzeros in equality constraint Jacobian...:     1567
Number of nonzeros in inequality constraint Jacobian.:     6735
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1268
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     1266
                     variables with only upper bounds:        0
Total number of equality constraints.................:      704
Total number of inequality constraints...............:      648
        inequality constraints with only lower bounds:       51
   inequality constraints with lower and upper bounds:      597
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 192  6.6835830e-03 1.48e-02 2.10e+03  -0.7 1.09e+00    -  1.00e+00 1.00e+00w  1
 193  6.6848063e-03 1.54e-02 2.26e+03  -0.7 1.19e+00    -  1.00e+00 1.00e+00w  1
 194  6.6853045e-03 1.52e-02 1.36e+04  -0.7 1.24e+00    -  1.00e+00 9.33e-01w  1
 195  6.6817129e-03 1.33e-03 2.00e+05  -0.7 1.18e+00    -  1.00e+00 1.56e-02h  6
 196  6.6817380e-03 1.33e-03 2.00e+05  -0.7 1.09e+00    -  1.00e+00 1.56e-02h  7
 197  6.6817628e-03 1.33e-03 2.00e+05  -0.7 1.09e+00    -  1.00e+00 1.56e-02h  7
 198  6.6817873e-03 1.33e-03 2.00e+05  -0.7 1.09e+00    -  1.00e+00 1.56e-02h  7
 199  6.6818115e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  6.6818354e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
 201  6.6818591e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
 202  6.6818825e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
 203  6.6819056e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
 204  6.6819284e-03 1.33e-03 2.00e+05  -0.7 1.10e+00    -  1.00e+00 1.56e-02h  7
 205  6.6836477e-03 1.49e-02 2.13e+03  -0.7 1.10e+00    -  1.00e+00 1.00e+00w  1
 206  6.6847602e-03 1.56e-02 2.28e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 207  6.6856881e-03 1.62e-02 2.42e+03  -0.7 1.22e+00    -  1.00e+00 1.00e+00w  1
 208  6.6819510e-03 1.33e-03 2.00e+05  -0.7 1.17e+00    -  1.00e+00 1.56e-02h  6
 209  6.6819733e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  6.6819953e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 211  6.6820170e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 212  6.6820385e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 213  6.6820597e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 214  6.6820806e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 215  6.6821013e-03 1.33e-03 2.00e+05  -0.7 1.11e+00    -  1.00e+00 1.56e-02h  7
 216  6.6821218e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 217  6.6821420e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 218  6.6836970e-03 1.50e-02 2.15e+03  -0.7 1.12e+00    -  1.00e+00 1.00e+00w  1
 219  6.6847583e-03 1.57e-02 2.30e+03  -0.7 1.21e+00    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  6.6859756e-03 1.62e-02 2.42e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 221  6.6821619e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  6
 222  6.6821816e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 223  6.6822010e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 224  6.6822202e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 225  6.6822392e-03 1.33e-03 2.00e+05  -0.7 1.12e+00    -  1.00e+00 1.56e-02h  7
 226  6.6822579e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
 227  6.6822764e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
 228  6.6822946e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
 229  6.6823127e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  6.6823305e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
 231  6.6837405e-03 1.51e-02 2.17e+03  -0.7 1.13e+00    -  1.00e+00 1.00e+00w  1
 232  6.6848090e-03 1.58e-02 2.32e+03  -0.7 1.22e+00    -  1.00e+00 1.00e+00w  1
 233  6.6861353e-03 1.54e-02 1.07e+04  -0.7 1.19e+00    -  1.00e+00 9.47e-01w  1
 234  6.6823481e-03 1.33e-03 2.00e+05  -0.7 1.22e+00    -  1.00e+00 1.56e-02h  6
 235  6.6823655e-03 1.33e-03 2.00e+05  -0.7 1.13e+00    -  1.00e+00 1.56e-02h  7
 236  6.6823827e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 237  6.6823996e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 238  6.6824164e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 239  6.6824330e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  6.6824494e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 241  6.6824656e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 242  6.6824816e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 243  6.6824974e-03 1.33e-03 2.00e+05  -0.7 1.14e+00    -  1.00e+00 1.56e-02h  7
 244  6.6837869e-03 1.52e-02 2.20e+03  -0.7 1.15e+00    -  1.00e+00 1.00e+00w  1
 245  6.6849078e-03 1.59e-02 2.34e+03  -0.7 1.22e+00    -  1.00e+00 1.00e+00w  1
 246  6.6861135e-03 1.36e-02 3.95e+04  -0.7 1.18e+00    -  1.00e+00 8.06e-01w  1
 247  6.6825131e-03 1.33e-03 2.00e+05  -0.7 1.21e+00    -  1.00e+00 1.56e-02h  6
 248  6.6825285e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 249  6.6825439e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  6.6825590e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 251  6.6825740e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 252  6.6825888e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 253  6.6826035e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 254  6.6826180e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 255  6.6826324e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 256  6.6826467e-03 1.33e-03 2.00e+05  -0.7 1.15e+00    -  1.00e+00 1.56e-02h  7
 257  6.6838422e-03 1.52e-02 2.22e+03  -0.7 1.16e+00    -  1.00e+00 1.00e+00w  1
 258  6.6850446e-03 1.60e-02 2.35e+03  -0.7 1.22e+00    -  1.00e+00 1.00e+00w  1
 259  6.6861089e-03 1.25e-02 6.65e+04  -0.7 1.18e+00    -  1.00e+00 6.73e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  6.6826608e-03 1.33e-03 2.00e+05  -0.7 1.20e+00    -  1.00e+00 1.56e-02h  6
 261  6.6826748e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 262  6.6826887e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 263  6.6827024e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 264  6.6827160e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 265  6.6827295e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 266  6.6827429e-03 1.33e-03 2.00e+05  -0.7 1.16e+00    -  1.00e+00 1.56e-02h  7
 267  6.6827495e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 268  6.6827561e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 269  6.6827627e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  6.6838987e-03 1.53e-02 2.23e+03  -0.7 1.16e+00    -  1.00e+00 1.00e+00w  1
 271  6.6851831e-03 1.60e-02 2.37e+03  -0.7 1.21e+00    -  1.00e+00 1.00e+00w  1
 272  6.6861352e-03 1.20e-02 8.78e+04  -0.7 1.17e+00    -  1.00e+00 5.68e-01w  1
 273  6.6827692e-03 1.33e-03 2.02e+05  -0.7 1.19e+00    -  1.00e+00 7.81e-03h  7
 274  6.6827758e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 275  6.6827823e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 276  6.6827887e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 277  6.6827952e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 278  6.6828016e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 279  6.6828080e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  6.6828144e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 281  6.6828208e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  8
 282  6.6828271e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 283  6.6839368e-03 1.54e-02 2.24e+03  -0.7 1.17e+00    -  1.00e+00 1.00e+00w  1
 284  6.6852736e-03 1.60e-02 2.37e+03  -0.7 1.21e+00    -  1.00e+00 1.00e+00w  1
 285  6.6861682e-03 1.19e-02 9.92e+04  -0.7 1.16e+00    -  1.00e+00 5.12e-01w  1
 286  6.6828335e-03 1.33e-03 2.02e+05  -0.7 1.19e+00    -  1.00e+00 7.81e-03h  7
 287  6.6828398e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 288  6.6828460e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 289  6.6828523e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  6.6828586e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 291  6.6828648e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 292  6.6828710e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 293  6.6828772e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 294  6.6828834e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 295  6.6828895e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 296  6.6839788e-03 1.54e-02 2.25e+03  -0.7 1.17e+00    -  1.00e+00 1.00e+00w  1
 297  6.6853703e-03 1.61e-02 2.38e+03  -0.7 1.21e+00    -  1.00e+00 1.00e+00w  1
 298  6.6862192e-03 1.19e-02 1.09e+05  -0.7 1.16e+00    -  1.00e+00 4.63e-01w  1
 299  6.6828957e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  6.6829018e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 301  6.6829079e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 302  6.6829140e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 303  6.6829201e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 304  6.6829262e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 305  6.6829323e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 306  6.6829383e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 307  6.6829444e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 308  6.6829504e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 309  6.6840249e-03 1.54e-02 2.26e+03  -0.7 1.17e+00    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  6.6854733e-03 1.61e-02 2.38e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 311  6.6862996e-03 1.19e-02 1.17e+05  -0.7 1.15e+00    -  1.00e+00 4.24e-01w  1
 312  6.6829564e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  7
 313  6.6829624e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 314  6.6829684e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 315  6.6829744e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 316  6.6829804e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 317  6.6829863e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 318  6.6829923e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 319  6.6829982e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  6.6830042e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 321  6.6830101e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 322  6.6840753e-03 1.55e-02 2.27e+03  -0.7 1.17e+00    -  1.00e+00 1.00e+00w  1
 323  6.6855826e-03 1.61e-02 2.38e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 324  6.6864501e-03 1.19e-02 1.20e+05  -0.7 1.15e+00    -  1.00e+00 4.13e-01w  1
 325  6.6830160e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  7
 326  6.6830220e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 327  6.6830279e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 328  6.6830338e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 329  6.6830397e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  6.6830456e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 331  6.6830515e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 332  6.6830574e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 333  6.6830633e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 334  6.6830691e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 335  6.6841302e-03 1.55e-02 2.28e+03  -0.7 1.17e+00    -  1.00e+00 1.00e+00w  1
 336  6.6856984e-03 1.61e-02 2.39e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 337  6.6870026e-03 1.12e-02 9.04e+04  -0.7 1.15e+00    -  1.00e+00 5.57e-01w  1
 338  6.6830750e-03 1.33e-03 2.02e+05  -0.7 1.16e+00    -  1.00e+00 7.81e-03h  7
 339  6.6830809e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  6.6830868e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 341  6.6830926e-03 1.33e-03 2.02e+05  -0.7 1.17e+00    -  1.00e+00 7.81e-03h  8
 342  6.6830985e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 343  6.6831044e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 344  6.6831103e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 345  6.6831161e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 346  6.6831220e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 347  6.6831279e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 348  6.6841899e-03 1.55e-02 2.29e+03  -0.7 1.18e+00    -  1.00e+00 1.00e+00w  1
 349  6.6858212e-03 1.61e-02 2.39e+03  -0.7 1.19e+00    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  6.6885408e-03 1.14e-02 1.93e+03  -0.7 1.19e+00    -  1.00e+00 1.00e+00w  1
 351  6.6831337e-03 1.33e-03 2.02e+05  -0.7 1.11e+00    -  1.00e+00 7.81e-03h  7
 352  6.6831396e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 353  6.6831455e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 354  6.6831514e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 355  6.6831572e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 356  6.6831631e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 357  6.6831690e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 358  6.6831749e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 359  6.6831808e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  6.6831867e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 361  6.6842545e-03 1.56e-02 2.29e+03  -0.7 1.18e+00    -  1.00e+00 1.00e+00w  1
 362  6.6858701e-03 1.55e-02 8.13e+03  -0.7 1.19e+00    -  1.00e+00 9.60e-01w  1
 363  6.6887107e-03 1.05e-02 1.84e+03  -0.7 1.21e+00    -  1.00e+00 1.00e+00w  1
 364  6.6831926e-03 1.33e-03 2.02e+05  -0.7 1.08e+00    -  1.00e+00 7.81e-03h  7
 365  6.6831985e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 366  6.6832044e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 367  6.6832103e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 368  6.6832163e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 369  6.6832222e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  6.6832281e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 371  6.6832341e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 372  6.6832400e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 373  6.6832460e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 374  6.6843244e-03 1.56e-02 2.30e+03  -0.7 1.18e+00    -  1.00e+00 1.00e+00w  1
 375  6.6858684e-03 1.45e-02 2.16e+04  -0.7 1.18e+00    -  1.00e+00 8.94e-01w  1
 376  6.6886822e-03 1.07e-02 1.85e+03  -0.7 1.20e+00    -  1.00e+00 1.00e+00w  1
 377  6.6832520e-03 1.33e-03 2.02e+05  -0.7 1.08e+00    -  1.00e+00 7.81e-03h  7
 378  6.6832580e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 379  6.6832640e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  6.6832700e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 381  6.6832760e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 382  6.6832820e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 383  6.6832880e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 384  6.6832941e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 385  6.6833001e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 386  6.6833062e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 387  6.6843998e-03 1.56e-02 2.31e+03  -0.7 1.18e+00    -  1.00e+00 1.00e+00w  1
 388  6.6858756e-03 1.37e-02 3.44e+04  -0.7 1.18e+00    -  1.00e+00 8.31e-01w  1
 389  6.6886667e-03 1.08e-02 1.86e+03  -0.7 1.19e+00    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  6.6833123e-03 1.33e-03 2.02e+05  -0.7 1.08e+00    -  1.00e+00 7.81e-03h  7
 391  6.6833184e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 392  6.6833245e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 393  6.6833306e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 394  6.6833367e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 395  6.6833429e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 396  6.6833490e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 397  6.6833552e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 398  6.6833614e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
 399  6.6833676e-03 1.33e-03 2.02e+05  -0.7 1.18e+00    -  1.00e+00 7.81e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  6.6844810e-03 1.56e-02 2.31e+03  -0.7 1.18e+00    -  1.00e+00 1.00e+00w  1

Number of Iterations....: 400

                                   (scaled)                 (unscaled)
Objective...............:   6.6833675925139129e-03    6.6833675925139129e-03
Dual infeasibility......:   2.0169406700195652e+05    2.0169406700195652e+05
Constraint violation....:   1.3345232234219355e-03    1.3345232234219355e-03
Variable bound violation:   0.0000000000000000e+00    0.0000000000000000e+00
Complementarity.........:   4.1184508528599117e-01    4.1184508528599117e-01
Overall NLP error.......:   6.2542312183092679e+02    2.0169406700195652e+05


Number of objective function evaluations             = 2681
Number of objective gradient evaluations             = 401
Number of equality constraint evaluations            = 2681
Number of inequality constraint evaluations          = 2681
Number of equality constraint Jacobian evaluations   = 401
Number of inequality constraint Jacobian evaluations = 401
Number of Lagrangian Hessian evaluations             = 0
Total seconds in IPOPT (w/o function evaluations)    =      6.085
Total seconds in NLP function evaluations            =     10.636


Timing Statistics:

OverallAlgorithm....................:     20.658 (sys:      4.894 wall:     16.720)
 PrintProblemStatistics.............:      0.001 (sys:      0.000 wall:      0.001)
 InitializeIterates.................:      0.066 (sys:      0.021 wall:      0.027)
 UpdateHessian......................:      0.025 (sys:      0.081 wall:      0.018)
 OutputIteration....................:      5.513 (sys:      1.248 wall:      2.950)
 UpdateBarrierParameter.............:      0.906 (sys:      0.517 wall:      0.830)
 ComputeSearchDirection.............:      2.184 (sys:      1.162 wall:      1.546)
 ComputeAcceptableTrialPoint........:     10.170 (sys:      1.028 wall:      9.742)
