This is Ipopt version 3.14.16, running with linear solver MUMPS 5.6.2.

Number of nonzeros in equality constraint Jacobian...:     1567
Number of nonzeros in inequality constraint Jacobian.:     6735
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1268
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     1266
                     variables with only upper bounds:        0
Total number of equality constraints.................:      704
Total number of inequality constraints...............:      648
        inequality constraints with only lower bounds:       51
   inequality constraints with lower and upper bounds:      597
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 217  4.8339763e-03 1.39e-03 1.57e+05  -1.4 4.48e+00    -  1.00e+00 1.56e-02h  7
 218  4.8361501e-03 1.39e-03 1.57e+05  -1.4 4.51e+00    -  1.00e+00 1.56e-02h  7
 219  4.9824100e-03 8.47e-02 1.46e+04  -1.4 4.52e+00    -  1.00e+00 1.00e+00w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  5.0235750e-03 7.26e-02 3.57e+04  -1.4 5.84e+00    -  4.40e-01 2.16e-01w  1
 221  5.0312736e-03 6.97e-02 1.49e+05  -1.4 5.69e+00    -  9.54e-01 4.43e-02w  1
 222  4.8383341e-03 1.39e-03 1.57e+05  -1.4 4.47e+00    -  1.00e+00 1.56e-02h  6
 223  4.8405283e-03 1.38e-03 1.57e+05  -1.4 4.55e+00    -  1.00e+00 1.56e-02h  7
 224  4.8427327e-03 1.38e-03 1.57e+05  -1.4 4.56e+00    -  1.00e+00 1.56e-02h  7
 225  4.8449473e-03 1.38e-03 1.57e+05  -1.4 4.59e+00    -  1.00e+00 1.56e-02h  7
 226  4.8471722e-03 1.38e-03 1.57e+05  -1.4 4.60e+00    -  1.00e+00 1.56e-02h  7
 227  4.8494073e-03 1.38e-03 1.57e+05  -1.4 4.62e+00    -  1.00e+00 1.56e-02h  7
 228  4.8516527e-03 1.37e-03 1.57e+05  -1.4 4.64e+00    -  1.00e+00 1.56e-02h  7
 229  4.8539083e-03 1.37e-03 1.57e+05  -1.4 4.66e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  4.8561742e-03 1.37e-03 1.57e+05  -1.4 4.68e+00    -  1.00e+00 1.56e-02h  7
 231  4.8584502e-03 1.37e-03 1.57e+05  -1.4 4.70e+00    -  1.00e+00 1.56e-02h  7
 232  5.0117058e-03 9.07e-02 1.53e+04  -1.4 4.72e+00    -  1.00e+00 1.00e+00w  1
 233  5.0308133e-03 8.30e-02 4.58e+04  -1.4 5.93e+00    -  3.84e-01 9.96e-02w  1
 234  5.0546403e-03 7.68e-02 4.97e+04  -1.4 4.09e+00    -  4.10e-01 2.70e-01w  1
 235  4.8607365e-03 1.37e-03 1.57e+05  -1.4 4.55e+00    -  1.00e+00 1.56e-02h  6
 236  4.8630328e-03 1.37e-03 1.57e+05  -1.4 4.74e+00    -  1.00e+00 1.56e-02h  7
 237  4.8653392e-03 1.37e-03 1.57e+05  -1.4 4.76e+00    -  1.00e+00 1.56e-02h  7
 238  4.8676554e-03 1.37e-03 1.56e+05  -1.4 4.78e+00    -  1.00e+00 1.56e-02h  7
 239  4.8699815e-03 1.37e-03 1.56e+05  -1.4 4.80e+00    -  1.00e+00 1.56e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  4.8723171e-03 1.37e-03 1.56e+05  -1.4 4.82e+00    -  1.00e+00 1.56e-02h  7
 241  4.8746559e-03 1.37e-03 1.56e+05  -1.4 4.83e+00    -  1.00e+00 1.56e-02h  7
 242  4.8769631e-03 1.37e-03 1.56e+05  -1.4 4.85e+00    -  1.00e+00 1.53e-02h  7
 243  4.8792394e-03 1.37e-03 1.56e+05  -1.4 4.87e+00    -  1.00e+00 1.51e-02h  7
 244  4.8814855e-03 1.37e-03 1.56e+05  -1.4 4.88e+00    -  1.00e+00 1.48e-02h  7
 245  5.0297211e-03 8.37e-02 1.55e+04  -1.4 4.90e+00    -  1.00e+00 9.33e-01w  1
 246  5.0330674e-03 8.14e-02 6.53e+04  -1.4 4.62e+00    -  3.92e-01 2.85e-02w  1
 247  5.0617324e-03 8.49e-02 3.48e+04  -1.4 4.05e+00    -  2.17e-01 3.18e-01w  1
 248  4.8837021e-03 1.37e-03 1.56e+05  -1.4 4.76e+00    -  1.00e+00 1.46e-02h  6
 249  4.8858901e-03 1.37e-03 1.56e+05  -1.4 4.91e+00    -  1.00e+00 1.43e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  4.8880504e-03 1.36e-03 1.56e+05  -1.4 4.92e+00    -  1.00e+00 1.41e-02h  7
 251  4.8901842e-03 1.36e-03 1.56e+05  -1.4 4.93e+00    -  1.00e+00 1.39e-02h  7
 252  4.8922925e-03 1.36e-03 1.57e+05  -1.4 4.94e+00    -  1.00e+00 1.38e-02h  7
 253  4.8943769e-03 1.36e-03 1.57e+05  -1.4 4.95e+00    -  1.00e+00 1.36e-02h  7
 254  4.8964387e-03 1.36e-03 1.57e+05  -1.4 4.95e+00    -  1.00e+00 1.35e-02h  7
 255  4.8984800e-03 1.36e-03 1.57e+05  -1.4 4.95e+00    -  1.00e+00 1.34e-02h  7
 256  4.9005029e-03 1.35e-03 1.57e+05  -1.4 4.95e+00    -  1.00e+00 1.33e-02h  7
 257  4.9025095e-03 1.35e-03 1.57e+05  -1.4 4.94e+00    -  1.00e+00 1.33e-02h  7
 258  5.0353835e-03 7.75e-02 2.42e+04  -1.4 4.93e+00    -  1.00e+00 8.48e-01w  1
 259  5.0455810e-03 7.31e-02 6.39e+04  -1.4 4.16e+00    -  4.15e-01 1.07e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  5.1004024e-03 7.74e-02 1.76e+04  -1.4 4.50e+00    -  2.81e-02 3.48e-01w  1
 261  4.9045028e-03 1.35e-03 1.57e+05  -1.4 4.95e+00    -  1.00e+00 1.32e-02h  6
 262  4.9064853e-03 1.35e-03 1.57e+05  -1.4 4.91e+00    -  1.00e+00 1.33e-02h  7
 263  4.9084600e-03 1.35e-03 1.57e+05  -1.4 4.89e+00    -  1.00e+00 1.34e-02h  7
 264  4.9104295e-03 1.35e-03 1.57e+05  -1.4 4.86e+00    -  1.00e+00 1.35e-02h  7
 265  4.9123963e-03 1.34e-03 1.57e+05  -1.4 4.84e+00    -  1.00e+00 1.36e-02h  7
 266  4.9143620e-03 1.34e-03 1.57e+05  -1.4 4.80e+00    -  1.00e+00 1.38e-02h  7
 267  4.9163279e-03 1.34e-03 1.57e+05  -1.4 4.78e+00    -  1.00e+00 1.40e-02h  7
 268  4.9182940e-03 1.34e-03 1.57e+05  -1.4 4.75e+00    -  1.00e+00 1.41e-02h  7
 269  4.9202608e-03 1.34e-03 1.57e+05  -1.4 4.73e+00    -  1.00e+00 1.43e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  4.9222263e-03 1.34e-03 1.57e+05  -1.4 4.69e+00    -  7.35e-01 1.44e-02h  7
 271  5.0535784e-03 1.31e-01 1.60e+04  -1.4 4.69e+00    -  1.00e+00 9.28e-01w  1
 272  5.0816867e-03 1.22e-01 1.63e+04  -1.4 3.96e+00    -  2.24e-01 2.92e-01w  1
 273  5.1997054e-03 1.05e-01 8.24e+04  -1.4 4.80e+00    -  5.56e-02 5.38e-01w  1
 274  4.9241850e-03 1.34e-03 1.57e+05  -1.4 5.51e+00    -  1.00e+00 1.45e-02h  6
 275  4.9261420e-03 1.34e-03 1.57e+05  -1.4 4.66e+00    -  7.33e-01 1.46e-02h  7
 276  4.9280920e-03 1.34e-03 1.57e+05  -1.4 4.66e+00    -  1.00e+00 1.47e-02h  7
 277  4.9300401e-03 1.34e-03 1.57e+05  -1.4 4.63e+00    -  7.46e-01 1.48e-02h  7
 278  4.9319810e-03 1.34e-03 1.57e+05  -1.4 4.63e+00    -  1.00e+00 1.48e-02h  7
 279  4.9339198e-03 1.34e-03 1.57e+05  -1.4 4.60e+00    -  7.66e-01 1.49e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  4.9358514e-03 1.34e-03 1.58e+05  -1.4 4.60e+00    -  1.00e+00 1.49e-02h  7
 281  4.9377814e-03 1.34e-03 1.57e+05  -1.4 4.58e+00    -  7.90e-01 1.49e-02h  7
 282  4.9397054e-03 1.34e-03 1.58e+05  -1.4 4.58e+00    -  1.00e+00 1.50e-02h  7
 283  4.9416287e-03 1.35e-03 1.57e+05  -1.4 4.56e+00    -  8.19e-01 1.50e-02h  7
 284  5.0707675e-03 1.67e-01 1.64e+04  -1.4 4.56e+00    -  1.00e+00 9.62e-01w  1
 285  5.1230564e-03 1.54e-01 5.11e+04  -1.4 4.06e+00    -  8.98e-02 4.35e-01w  1
 286  5.2129821e-03 1.15e-01 5.55e+04  -1.4 5.07e+00    -  7.49e-01 3.42e-01w  1
 287  4.9435478e-03 1.35e-03 1.58e+05  -1.4 5.61e+00    -  1.00e+00 1.50e-02h  6
 288  4.9454686e-03 1.35e-03 1.57e+05  -1.4 4.54e+00    -  8.51e-01 1.51e-02h  7
 289  4.9473884e-03 1.35e-03 1.58e+05  -1.4 4.54e+00    -  1.00e+00 1.51e-02h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  4.9493156e-03 1.35e-03 1.58e+05  -1.4 4.53e+00    -  8.87e-01 1.51e-02h  7
 291  4.9512466e-03 1.35e-03 1.58e+05  -1.4 4.53e+00    -  1.00e+00 1.52e-02h  7
 292  4.9531949e-03 1.35e-03 1.58e+05  -1.4 4.52e+00    -  9.26e-01 1.52e-02h  7
 293  4.9551477e-03 1.35e-03 1.58e+05  -1.4 4.53e+00    -  1.00e+00 1.52e-02h  7
 294  4.9561419e-03 1.35e-03 1.59e+05  -1.4 4.52e+00    -  9.67e-01 7.66e-03h  8
 295  4.9571253e-03 1.34e-03 1.59e+05  -1.4 4.52e+00    -  1.00e+00 7.65e-03h  8
 296  4.9581719e-03 1.34e-03 1.60e+05  -1.4 4.54e+00    -  1.00e+00 7.81e-03h  8
 297  5.0849992e-03 1.79e-01 1.67e+04  -1.4 4.50e+00    -  6.66e-01 9.57e-01w  1
 298  5.1891049e-03 1.30e-01 9.01e+04  -1.4 4.88e+00    -  1.00e+00 4.59e-01w  1
 299  5.3285510e-03 1.13e-01 2.55e+04  -1.4 5.37e+00    -  1.35e-01 4.88e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  4.9600558e-03 1.34e-03 1.58e+05  -1.4 4.60e+00    -  6.66e-01 1.49e-02h  6
 301  4.9611764e-03 1.34e-03 1.60e+05  -1.4 4.62e+00    -  1.00e+00 7.62e-03h  8
 302  4.9629652e-03 1.36e-03 1.58e+05  -1.4 4.51e+00    -  7.41e-01 1.43e-02h  7
 303  4.9640732e-03 1.36e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.70e-03h  8
 304  4.9658727e-03 1.38e-03 1.58e+05  -1.4 4.50e+00    -  6.17e-01 1.43e-02h  7
 305  4.9669857e-03 1.38e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.69e-03h  8
 306  4.9687835e-03 1.40e-03 1.58e+05  -1.4 4.50e+00    -  5.49e-01 1.43e-02h  7
 307  4.9699006e-03 1.40e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.70e-03h  8
 308  4.9717039e-03 1.42e-03 1.58e+05  -1.4 4.50e+00    -  4.81e-01 1.43e-02h  7
 309  4.9728272e-03 1.42e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.71e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  5.0945714e-03 1.72e-01 1.68e+04  -1.4 4.49e+00    -  4.26e-01 9.14e-01w  1
 311  5.1906947e-03 1.27e-01 9.43e+04  -1.4 4.91e+00    -  9.77e-01 4.13e-01w  1
 312  5.3240626e-03 1.07e-01 2.53e+04  -1.4 5.46e+00    -  3.47e-02 4.61e-01w  1
 313  4.9737329e-03 1.42e-03 1.60e+05  -1.4 4.54e+00    -  4.26e-01 7.14e-03h  7
 314  4.9748691e-03 1.42e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.77e-03h  8
 315  4.9757819e-03 1.42e-03 1.60e+05  -1.4 4.49e+00    -  3.92e-01 7.16e-03h  8
 316  4.9769240e-03 1.42e-03 1.60e+05  -1.4 4.60e+00    -  1.00e+00 7.79e-03h  8
 317  4.9778449e-03 1.42e-03 1.60e+05  -1.4 4.50e+00    -  3.62e-01 7.17e-03h  8
 318  4.9789928e-03 1.42e-03 1.61e+05  -1.4 4.60e+00    -  1.00e+00 7.79e-03h  8
 319  4.9799231e-03 1.42e-03 1.60e+05  -1.4 4.50e+00    -  3.38e-01 7.18e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  4.9810773e-03 1.42e-03 1.61e+05  -1.4 4.61e+00    -  1.00e+00 7.79e-03h  8
 321  4.9820184e-03 1.42e-03 1.60e+05  -1.4 4.50e+00    -  3.17e-01 7.19e-03h  8
 322  4.9831794e-03 1.41e-03 1.61e+05  -1.4 4.61e+00    -  1.00e+00 7.79e-03h  8
 323  5.1113566e-03 1.75e-01 1.74e+04  -1.4 4.51e+00    -  3.00e-01 9.23e-01w  1
 324  5.2189380e-03 1.26e-01 6.79e+04  -1.4 4.99e+00    -  8.35e-01 4.41e-01w  1
 325  5.3252750e-03 1.00e-01 2.52e+04  -1.4 5.64e+00    -  2.38e-02 3.47e-01w  1
 326  4.9841326e-03 1.41e-03 1.60e+05  -1.4 4.20e+00    -  3.00e-01 7.21e-03h  7
 327  4.9853010e-03 1.41e-03 1.61e+05  -1.4 4.62e+00    -  1.00e+00 7.80e-03h  8
 328  4.9862678e-03 1.41e-03 1.60e+05  -1.4 4.52e+00    -  2.86e-01 7.23e-03h  8
 329  4.9874439e-03 1.41e-03 1.61e+05  -1.4 4.62e+00    -  1.00e+00 7.80e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  4.9884254e-03 1.41e-03 1.60e+05  -1.4 4.52e+00    -  2.75e-01 7.25e-03h  8
 331  4.9896098e-03 1.41e-03 1.61e+05  -1.4 4.62e+00    -  1.00e+00 7.80e-03h  8
 332  4.9906070e-03 1.41e-03 1.60e+05  -1.4 4.53e+00    -  2.65e-01 7.27e-03h  8
 333  4.9917999e-03 1.41e-03 1.61e+05  -1.4 4.63e+00    -  1.00e+00 7.80e-03h  8
 334  4.9928139e-03 1.41e-03 1.60e+05  -1.4 4.54e+00    -  2.58e-01 7.29e-03h  8
 335  4.9940157e-03 1.41e-03 1.61e+05  -1.4 4.64e+00    -  1.00e+00 7.81e-03h  8
 336  5.1327571e-03 1.76e-01 1.83e+04  -1.4 4.55e+00    -  2.53e-01 9.37e-01w  1
 337  5.2541386e-03 1.24e-01 4.07e+04  -1.4 5.10e+00    -  6.97e-01 4.71e-01w  1
 338  5.3271505e-03 1.04e-01 2.52e+04  -1.4 5.84e+00    -  1.79e-02 2.25e-01w  1
 339  4.9950471e-03 1.41e-03 1.60e+05  -1.4 3.64e+00    -  2.53e-01 7.32e-03h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  4.9962582e-03 1.41e-03 1.61e+05  -1.4 4.64e+00    -  1.00e+00 7.81e-03h  8
 341  4.9973076e-03 1.41e-03 1.60e+05  -1.4 4.56e+00    -  2.50e-01 7.34e-03h  8
 342  4.9985282e-03 1.41e-03 1.61e+05  -1.4 4.65e+00    -  1.00e+00 7.81e-03h  8
 343  4.9995961e-03 1.41e-03 1.60e+05  -1.4 4.57e+00    -  2.48e-01 7.37e-03h  8
 344  5.0008263e-03 1.41e-03 1.61e+05  -1.4 4.65e+00    -  1.00e+00 7.81e-03h  8
 345  5.0019128e-03 1.41e-03 1.60e+05  -1.4 4.59e+00    -  2.47e-01 7.39e-03h  8
 346  5.0031521e-03 1.41e-03 1.61e+05  -1.4 4.66e+00    -  1.00e+00 7.81e-03h  8
 347  5.0042573e-03 1.40e-03 1.61e+05  -1.4 4.60e+00    -  2.47e-01 7.42e-03h  8
 348  5.0055059e-03 1.40e-03 1.62e+05  -1.4 4.67e+00    -  1.00e+00 7.80e-03h  8
 349  5.1567780e-03 1.75e-01 1.93e+04  -1.4 4.61e+00    -  2.48e-01 9.53e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  5.2954012e-03 1.22e-01 2.42e+04  -1.4 5.23e+00    -  5.70e-01 5.09e-01w  1
 351  5.3295451e-03 1.13e-01 2.52e+04  -1.4 6.00e+00    -  1.50e-02 1.01e-01w  1
 352  5.0066298e-03 1.40e-03 1.61e+05  -1.4 3.38e+00    -  2.48e-01 7.44e-03h  7
 353  5.0078880e-03 1.40e-03 1.62e+05  -1.4 4.68e+00    -  1.00e+00 7.80e-03h  8
 354  5.0090305e-03 1.40e-03 1.61e+05  -1.4 4.62e+00    -  2.50e-01 7.47e-03h  8
 355  5.0102986e-03 1.40e-03 1.62e+05  -1.4 4.68e+00    -  1.00e+00 7.79e-03h  8
 356  5.0114594e-03 1.40e-03 1.61e+05  -1.4 4.63e+00    -  2.53e-01 7.49e-03h  8
 357  5.0127377e-03 1.40e-03 1.62e+05  -1.4 4.69e+00    -  1.00e+00 7.79e-03h  8
 358  5.0139167e-03 1.40e-03 1.61e+05  -1.4 4.65e+00    -  2.56e-01 7.51e-03h  8
 359  5.0152054e-03 1.40e-03 1.62e+05  -1.4 4.70e+00    -  1.00e+00 7.79e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  5.0164022e-03 1.40e-03 1.61e+05  -1.4 4.66e+00    -  2.60e-01 7.53e-03h  8
 361  5.0177015e-03 1.40e-03 1.62e+05  -1.4 4.71e+00    -  1.00e+00 7.79e-03h  8
 362  5.1812466e-03 1.74e-01 2.02e+04  -1.4 4.67e+00    -  2.65e-01 9.66e-01w  1
 363  5.3305773e-03 1.33e-01 2.53e+04  -1.4 5.35e+00    -  4.59e-01 5.21e-01w  1
 364  5.3321933e-03 1.32e-01 2.53e+04  -1.4 4.40e+00    -  1.85e-02 7.20e-03w  1
 365  5.0189159e-03 1.40e-03 1.61e+05  -1.4 3.56e+00    -  2.65e-01 7.54e-03h  7
 366  5.0202262e-03 1.40e-03 1.62e+05  -1.4 4.72e+00    -  1.00e+00 7.78e-03h  8
 367  5.0214578e-03 1.39e-03 1.61e+05  -1.4 4.68e+00    -  2.70e-01 7.56e-03h  8
 368  5.0227792e-03 1.39e-03 1.62e+05  -1.4 4.73e+00    -  1.00e+00 7.78e-03h  8
 369  5.0240278e-03 1.39e-03 1.61e+05  -1.4 4.69e+00    -  2.75e-01 7.57e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  5.0253604e-03 1.39e-03 1.62e+05  -1.4 4.74e+00    -  1.00e+00 7.78e-03h  8
 371  5.0266259e-03 1.39e-03 1.61e+05  -1.4 4.71e+00    -  2.81e-01 7.59e-03h  8
 372  5.0279699e-03 1.39e-03 1.62e+05  -1.4 4.75e+00    -  1.00e+00 7.78e-03h  8
 373  5.0292519e-03 1.39e-03 1.61e+05  -1.4 4.72e+00    -  2.87e-01 7.60e-03h  8
 374  5.0306076e-03 1.39e-03 1.62e+05  -1.4 4.76e+00    -  1.00e+00 7.78e-03h  8
 375  5.2055352e-03 1.72e-01 2.11e+04  -1.4 4.73e+00    -  2.93e-01 9.74e-01w  1
 376  5.3324199e-03 1.30e-01 2.52e+04  -1.4 5.47e+00    -  3.61e-01 4.24e-01w  1
 377  5.3337891e-03 1.29e-01 2.52e+04  -1.4 4.09e+00    -  2.45e-02 6.91e-03w  1
 378  5.0319058e-03 1.39e-03 1.62e+05  -1.4 3.56e+00    -  2.93e-01 7.61e-03h  7
 379  5.0332733e-03 1.39e-03 1.63e+05  -1.4 4.77e+00    -  1.00e+00 7.78e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  5.0345877e-03 1.39e-03 1.62e+05  -1.4 4.74e+00    -  2.99e-01 7.62e-03h  8
 381  5.0359671e-03 1.39e-03 1.63e+05  -1.4 4.78e+00    -  1.00e+00 7.78e-03h  8
 382  5.0372973e-03 1.38e-03 1.62e+05  -1.4 4.75e+00    -  3.06e-01 7.63e-03h  8
 383  5.0386889e-03 1.38e-03 1.63e+05  -1.4 4.79e+00    -  1.00e+00 7.78e-03h  8
 384  5.0400349e-03 1.38e-03 1.62e+05  -1.4 4.77e+00    -  3.12e-01 7.64e-03h  8
 385  5.0414387e-03 1.38e-03 1.63e+05  -1.4 4.80e+00    -  1.00e+00 7.78e-03h  8
 386  5.0428002e-03 1.38e-03 1.62e+05  -1.4 4.78e+00    -  3.19e-01 7.65e-03h  8
 387  5.0442164e-03 1.38e-03 1.63e+05  -1.4 4.81e+00    -  1.00e+00 7.78e-03h  8
 388  5.2298362e-03 1.70e-01 2.20e+04  -1.4 4.79e+00    -  3.26e-01 9.80e-01w  1
 389  5.3337707e-03 1.32e-01 2.52e+04  -1.4 5.58e+00    -  2.72e-01 3.35e-01w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  5.3349072e-03 1.31e-01 2.51e+04  -1.4 3.68e+00    -  4.23e-02 6.85e-03w  1
 391  5.0455935e-03 1.38e-03 1.62e+05  -1.4 3.55e+00    -  3.26e-01 7.66e-03h  7
 392  5.0470222e-03 1.38e-03 1.63e+05  -1.4 4.82e+00    -  1.00e+00 7.78e-03h  8
 393  5.0484145e-03 1.38e-03 1.62e+05  -1.4 4.80e+00    -  3.34e-01 7.67e-03h  8
 394  5.0498559e-03 1.38e-03 1.63e+05  -1.4 4.83e+00    -  1.00e+00 7.78e-03h  8
 395  5.0512635e-03 1.37e-03 1.62e+05  -1.4 4.82e+00    -  3.41e-01 7.67e-03h  8
 396  5.0527176e-03 1.37e-03 1.63e+05  -1.4 4.84e+00    -  1.00e+00 7.78e-03h  8
 397  5.0541404e-03 1.37e-03 1.62e+05  -1.4 4.83e+00    -  3.48e-01 7.68e-03h  8
 398  5.0556074e-03 1.37e-03 1.63e+05  -1.4 4.85e+00    -  1.00e+00 7.78e-03h  8
 399  5.0570453e-03 1.37e-03 1.62e+05  -1.4 4.84e+00    -  3.56e-01 7.69e-03h  8
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  5.0585252e-03 1.37e-03 1.63e+05  -1.4 4.86e+00    -  1.00e+00 7.78e-03h  8

Number of Iterations....: 400

                                   (scaled)                 (unscaled)
Objective...............:   5.0585252294690266e-03    5.0585252294690266e-03
Dual infeasibility......:   1.6329541512388992e+05    1.6329541512388992e+05
Constraint violation....:   7.2681909952466582e-04    1.3686787440440444e-03
Variable bound violation:   0.0000000000000000e+00    0.0000000000000000e+00
Complementarity.........:   6.3683826657325762e+00    6.3683826657325762e+00
Overall NLP error.......:   1.1685940519196474e+03    1.6329541512388992e+05


Number of objective function evaluations             = 2187
Number of objective gradient evaluations             = 401
Number of equality constraint evaluations            = 2187
Number of inequality constraint evaluations          = 2187
Number of equality constraint Jacobian evaluations   = 401
Number of inequality constraint Jacobian evaluations = 401
Number of Lagrangian Hessian evaluations             = 0
Total seconds in IPOPT (w/o function evaluations)    =      5.980
Total seconds in NLP function evaluations            =      8.788


Timing Statistics:

OverallAlgorithm....................:     18.300 (sys:      4.302 wall:     14.768)
 PrintProblemStatistics.............:      0.004 (sys:      0.000 wall:      0.001)
 InitializeIterates.................:      0.143 (sys:      0.026 wall:      0.030)
 UpdateHessian......................:      0.031 (sys:      0.091 wall:      0.021)
 OutputIteration....................:      5.227 (sys:      1.122 wall:      2.836)
 UpdateBarrierParameter.............:      1.918 (sys:      0.985 wall:      1.665)
 ComputeSearchDirection.............:      1.332 (sys:      0.681 wall:      0.976)
 ComputeAcceptableTrialPoint........:      7.931 (sys:      0.649 wall:      7.692)
 AcceptTrialPoint...................:      0.007 (sys:      0.003 wall:      0.009)
 CheckConvergence...................:      1.643 (sys:      0.678 wall:      1.506)
PDSystemSolverTotal.................:      3.258 (sys:      1.513 wall:      2.582)
 PDSystemSolverSolveOnce............:      3.179 (sys:      1.461 wall:      2.497)
 ComputeResiduals...................:      0.053 (sys:      0.017 wall:      0.046)
 StdAugSystemSolverMultiSolve.......:      3.108 (sys:      1.419 wall:      2.402)
 LinearSystemScaling................:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemSymbolicFactorization..:      0.035 (sys:      0.001 wall:      0.007)
 LinearSystemFactorization..........:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemBackSolve..............:      1.268 (sys:      0.500 wall:      1.174)
 LinearSystemStructureConverter.....:      0.000 (sys:      0.000 wall:      0.000)
  LinearSystemStructureConverterInit:      0.000 (sys:      0.000 wall:      0.000)
QualityFunctionSearch...............:      0.100 (sys:      0.209 wall:      0.234)
TryCorrector........................:      0.000 (sys:      0.000 wall:      0.000)
Task1...............................:      0.028 (sys:      0.044 wall:      0.052)
Task2...............................:      0.029 (sys:      0.022 wall:      0.039)
Task3...............................:      0.006 (sys:      0.021 wall:      0.021)
Task4...............................:      0.000 (sys:      0.000 wall:      0.000)
Task5...............................:      0.017 (sys:      0.022 wall:      0.030)
Task6...............................:      0.000 (sys:      0.000 wall:      0.000)
Function Evaluations................:      9.262 (sys:      0.965 wall:      8.788)
 Objective function.................:      0.414 (sys:      0.057 wall:      0.391)
 Objective function gradient........:      0.074 (sys:      0.008 wall:      0.073)
 Equality constraints...............:      7.227 (sys:      0.423 wall:      6.909)
 Inequality constraints.............:      0.026 (sys:      0.028 wall:      0.023)
 Equality constraint Jacobian.......:      1.515 (sys:      0.413 wall:      1.388)
 Inequality constraint Jacobian.....:      0.007 (sys:      0.036 wall:      0.005)
 Lagrangian Hessian.................:      0.000 (sys:      0.000 wall:      0.000)

EXIT: Maximum Number of Iterations Exceeded.
Optimization took 14.774106 sec.
Optimization failed.
